Silicon - EC (10^-8/K) -   Equation Range: 0  to 600 K  Properties Data from NIST Cryogenic Material Property Database
Temperature,Lower Property Value,Recommended Property Value,Upper Property Value
184,112.66998552994912,113.16998552994912,113.66998552994912
185,114.42017862057513,114.92017862057513,115.42017862057513
186,116.16420018424304,116.66420018424304,117.16420018424304
187,117.9024890806836,118.4024890806836,118.9024890806836
188,119.63549201717456,120.13549201717456,120.63549201717456
189,121.36363931137464,121.86363931137464,122.36363931137464
190,123.08731101153654,123.58731101153654,124.08731101153654
191,124.80679325709659,125.30679325709659,125.80679325709659
192,126.52222664436836,127.02222664436836,127.52222664436836
193,128.2335507184994,128.7335507184994,129.2335507184994
194,129.94045117781394,130.44045117781394,130.94045117781394
195,131.64231841184198,132.14231841184198,132.64231841184198
196,133.33822696989762,133.83822696989762,134.33822696989762
197,135.02694489360354,135.52694489360354,136.02694489360354
198,136.70697919792934,137.20697919792934,137.70697919792934
199,138.37665921294604,138.87665921294604,139.37665921294604
200,140.03425357267417,140.53425357267417,141.03425357267417
201,141.67811039900647,142.17811039900647,142.67811039900647
202,143.30680498960925,143.80680498960925,144.30680498960925
203,144.91927633626202,145.41927633626202,145.91927633626202
204,146.51493392224808,147.01493392224808,147.51493392224808
205,148.0937196517329,148.5937196517329,149.0937196517329
206,149.65611588692255,150.15611588692255,150.65611588692255
207,151.20309825090357,151.70309825090357,152.20309825090357
208,152.73603964596478,153.23603964596478,153.73603964596478
209,154.2565784544385,154.7565784544385,155.2565784544385
210,155.7664681038119,156.2664681038119,156.7664681038119
211,157.2674265770577,157.7674265770577,158.2674265770577
212,158.76100305121776,159.26100305121776,159.76100305121776
213,160.24847511600424,160.74847511600424,161.24847511600424
214,161.73078473362236,162.23078473362236,162.73078473362236
215,163.20851518980334,163.70851518980334,164.20851518980334
216,164.68190571344033,165.18190571344033,165.68190571344033
217,166.15089604441278,166.65089604441278,167.15089604441278
218,167.61519058235803,168.11519058235803,168.61519058235803
219,169.07433106691244,169.57433106691244,170.07433106691244
220,170.5277678439525,171.0277678439525,171.5277678439525
221,171.97492216043187,172.47492216043187,172.97492216043187
222,173.41523492802753,173.91523492802753,174.41523492802753
223,174.8482003401257,175.3482003401257,175.8482003401257
224,176.2733851188396,176.7733851188396,177.2733851188396
225,177.69043575054258,178.19043575054258,178.69043575054258
226,179.09907681551016,179.59907681551016,180.09907681551016
227,180.49910357379258,180.99910357379258,181.49910357379258
228,181.89037156108256,182.39037156108256,182.89037156108256
229,183.27278530606807,183.77278530606807,184.27278530606807
230,184.64628759169932,185.14628759169932,185.64628759169932
231,186.01085007016925,186.51085007016925,187.01085007016925
232,187.36646556646335,187.86646556646335,188.36646556646335
233,188.713142081514,189.213142081514,189.713142081514
234,190.0508983165946,190.5508983165946,191.0508983165946
235,191.37976045476793,191.87976045476793,192.37976045476793
236,192.69975991947376,193.19975991947376,193.69975991947376
237,194.01093185545292,194.51093185545292,195.01093185545292
238,195.31331412109313,195.81331412109313,196.31331412109313
239,196.60694662932409,197.10694662932409,197.60694662932409
240,197.89187091810297,198.39187091810297,198.89187091810297
241,199.16812986760465,199.66812986760465,200.16812986760465
242,200.43576750871807,200.93576750871807,201.43576750871807
243,201.6948288871833,202.1948288871833,202.6948288871833
244,202.94535996117838,203.44535996117838,203.94535996117838
245,204.1874075189808,204.6874075189808,205.1874075189808
246,205.4210191088671,205.9210191088671,206.4210191088671
247,206.64624297677145,207.14624297677145,207.64624297677145
248,207.86312800919364,208.36312800919364,208.86312800919364
249,209.0717236799674,209.5717236799674,210.0717236799674
250,210.27208000011498,210.77208000011498,211.27208000011498
251,211.4642474703461,211.9642474703461,212.4642474703461
252,212.64827703593386,213.14827703593386,213.64827703593386
253,213.82422004379075,214.32422004379075,214.82422004379075
254,214.99212820161296,215.49212820161296,215.99212820161296
255,216.1520535389866,216.6520535389866,217.1520535389866
256,217.3040483703616,217.8040483703616,218.3040483703616
257,218.44816525980931,218.94816525980931,219.44816525980931
258,219.58445698748176,220.08445698748176,220.58445698748176
259,220.71297651769933,221.21297651769933,221.71297651769933
260,221.83377696859355,222.33377696859355,222.83377696859355
261,222.946911583237,223.446911583237,223.946911583237
262,224.05243370219443,224.55243370219443,225.05243370219443
263,225.15039673743382,225.65039673743382,226.15039673743382
264,226.24085414753603,226.74085414753603,227.24085414753603
265,227.32385941414725,227.82385941414725,228.32385941414725
266,228.39946601961975,228.89946601961975,229.39946601961975
267,229.46772742578705,229.96772742578705,230.46772742578705
268,230.52869705382648,231.02869705382648,231.52869705382648
269,231.58242826515897,232.08242826515897,232.58242826515897
270,232.628974343342,233.128974343342,233.628974343342
271,233.66838847691133,234.16838847691133,234.66838847691133
272,234.70072374313054,235.20072374313054,235.70072374313054
273,235.72603309260796,236.22603309260796,236.72603309260796
274,236.74436933474325,237.24436933474325,237.74436933474325
275,237.75578512396697,238.25578512396697,238.75578512396697
276,238.7603329467382,239.2603329467382,239.7603329467382
277,239.75806510926708,240.25806510926708,240.75806510926708
278,240.7490337259306,241.2490337259306,241.7490337259306
279,241.73329070835004,242.23329070835004,242.73329070835004
280,242.71088775510202,243.21088775510202,243.71088775510202
281,243.68187634203488,244.18187634203488,244.68187634203488
282,244.64630771316288,245.14630771316288,245.64630771316288
283,245.60423287211353,246.10423287211353,246.60423287211353
284,246.55570257410363,247.05570257410363,247.55570257410363
285,247.5007673184192,248.0007673184192,248.5007673184192
286,248.4394773413784,248.9394773413784,249.4394773413784
287,249.37188260975526,249.87188260975526,250.37188260975526
288,250.29803281464336,250.79803281464336,251.29803281464336
289,251.21797736574055,251.71797736574055,252.21797736574055
290,252.13176538603471,252.63176538603471,253.13176538603471
291,253.03944570687383,253.53944570687383,254.03944570687383
292,253.9410668634019,254.4410668634019,254.9410668634019
293,254.8366770903448,255.3366770903448,255.8366770903448
294,255.72632431813025,256.22632431813025,256.72632431813025
295,256.610056169326,257.110056169326,257.610056169326
296,257.4879199553827,257.9879199553827,258.4879199553827
297,258.3599626736669,258.8599626736669,259.3599626736669
298,259.2262310047707,259.7262310047707,260.2262310047707
299,260.0867713100858,260.5867713100858,261.0867713100858
300,260.9416296296297,261.4416296296297,261.9416296296297
