Copper (OFHC) (UNS C10100/ C10200) - EC (10^-6/K) -   Equation Range: 4 to 300 K  Properties Data from NIST Cryogenic Material Property Database
Temperature,Lower Property Value,Recommended Property Value,Upper Property Value
156,13.129488509908052,13.820514220955845,14.511539932003638
157,13.166498950485376,13.859472579458291,14.552446208431206
158,13.203092993258881,13.897992624483033,14.592892255707184
159,13.239279362186657,13.93608353914385,14.632887716101042
160,13.275066509034056,13.97375422003585,14.672441931037644
161,13.310462619392482,14.011013283571033,14.711563947749585
162,13.345475618571239,14.047869072180253,14.750262525789267
163,13.380113177436442,14.084329660459414,14.788546143482385
164,13.414382718180903,14.120402861243056,14.826423004305209
165,13.448291419981075,14.156096231559028,14.86390104313698
166,13.48184622459103,14.191417078516874,14.90098793244272
167,13.515053841934593,14.22637246519431,14.937691088454025
168,13.547920755384135,14.260969216193827,14.974017677003518
169,13.58045322720843,14.295213923377295,15.00997461954616
170,13.612657303800608,14.329112951369062,15.045568598937516
171,13.64453882082455,14.362672442973212,15.080806065121873
172,13.676103408249006,14.395898324472638,15.11569324069627
173,13.707356495343058,14.42879631088743,15.150236126431802
174,13.738303315587364,14.461371911144594,15.184440506701824
175,13.768948911422147,14.493630433075944,15.218311954729742
176,13.799298138971727,14.525576988391292,15.251855837810856
177,13.829355672618806,14.557216497493481,15.285077322368156
178,13.859126009578645,14.588553694293312,15.317981379007978
179,13.88861347427917,14.61959313082018,15.35057278736119
180,13.917822222677373,14.650339181765656,15.382856140853939
181,13.946756246618607,14.68079604907222,15.414835851525831
182,13.97541937782637,14.710967766133022,15.446516154439674
183,14.003815292149397,14.740858202262524,15.477901112375651
184,14.031947513408065,14.770471066745332,15.508994620082598
185,14.059819417440513,14.799809913095277,15.539800408750041
186,14.08743423577898,14.828878142925243,15.570322050071505
187,14.114795059469033,14.857679009967404,15.600562960465775
188,14.141904842729138,14.886215623925409,15.63052640512168
189,14.168766406513575,14.914490954224815,15.660215501936056
190,14.195382441994651,14.942507833678581,15.689633225362511
191,14.221755514027354,14.970268962134057,15.71878241024076
192,14.247888064437811,14.997776909934538,15.747665755431266
193,14.273782415363549,15.025034121435315,15.776285827507081
194,14.29944077242227,15.052042918339232,15.804645064256194
195,14.324865227785654,15.07880550293227,15.832745778078884
196,14.350057763330927,15.105323961400977,15.860590159471027
197,14.37502025359303,15.131600266940033,15.888180280287036
198,14.399754468670025,15.157636282810554,15.915518096951082
199,14.424262077101718,15.18343376537023,15.942605453638743
200,14.448544648641683,15.208994366991245,15.969444085340808
201,14.472603656991605,15.234319638938533,15.996035620885461
202,14.496440482493934,15.259411034204142,16.02238158591435
203,14.520056414681989,15.284269910191568,16.04848340570115
204,14.54345265493294,15.308897531508359,16.074342408083776
205,14.566630318799286,15.3332950724203,16.099959826041317
206,14.589590438594577,15.35746361957324,16.125336800551903
207,14.612333965665243,15.381404174384468,16.150474383103692
208,14.634861772793236,15.405117655571829,16.17537353835042
209,14.657174656395332,15.428604901468772,16.20003514654221
210,14.679273338793738,15.451866672414463,16.224460006035187
211,14.701158470379134,15.474903653030669,16.248648835682204
212,14.722830631691373,15.497716454411972,16.27260227713257
213,14.744290335570858,15.520305616390377,16.296320897209895
214,14.765538029103526,15.54267160958266,16.319805190061793
215,14.786574095636585,15.564814837512195,16.343055579387805
216,14.807398856715215,15.586735638647596,16.366072420579975
217,14.828012573978013,15.608434288397909,16.388856002817803
218,14.848415450999813,15.629911001052434,16.411406551105056
219,14.86860763511436,15.651165931699326,16.433724228284294
220,14.888589219134692,15.672199178036518,16.455809136938345
221,14.908360243185774,15.693010782300815,16.477661321415855
222,14.927920696242149,15.713600732886473,16.4992807695308
223,14.947270517967473,15.733968966281552,16.52066741459563
224,14.96640960015266,15.754115368581749,16.541821137010835
225,14.985337788428676,15.774039777293344,16.562741766158013
226,15.004054883734282,15.793741982878192,16.583429082022104
227,15.022560643898494,15.813221730419468,16.60388281694044
228,15.040854785062418,15.832478721118335,16.62410265717425
229,15.05893698312855,15.851512613819528,16.644088244510506
230,15.07680687523017,15.870323026558076,16.66383917788598
231,15.094464061065231,15.888909537963402,16.683355014861572
232,15.111908104277937,15.90727168871362,16.7026352731493
233,15.129138533829348,15.925408982978261,16.721679432127175
234,15.146154845193774,15.943320889677658,16.74048693416154
235,15.162956501672722,15.961006843866024,16.759057186059326
236,15.179542935736404,15.978466248143583,16.777389560550763
237,15.195913550098078,15.995698473787451,16.795483397476826
238,15.212067718979629,16.01270286208382,16.81333800518801
239,15.22800478931223,16.029478725591822,16.830952661871414
240,15.243724081791308,16.04602534925401,16.84832661671671
241,15.259224892084864,16.06234199166828,16.865459091251694
242,15.27450649188898,16.078427886198927,16.882349280508873
243,15.289568129968009,16.09428224207159,16.898996354175168
244,15.304409033287182,16.109904245565456,16.91539945784373
245,15.319028407975171,16.125293061026497,16.931557714077822
246,15.33342544040605,16.14044783200637,16.94747022360669
247,15.34759929810786,16.155367682218802,16.963136066329742
248,15.361549130769669,16.17005171659965,16.978554302429636
249,15.375274071219646,16.18449902233647,16.993723973453296
250,15.388773236277004,16.198708669765267,17.00864410325353
251,15.40204572777694,16.21267971344941,17.023313699121882
252,15.415090633361917,16.226411193012545,17.037731752663174
253,15.42790702741201,16.239902134117905,17.051897240823802
254,15.440493971935101,16.25315154940537,17.06580912687564
255,15.452850517289878,16.266158439252504,17.07946636121513
256,15.464975703154435,16.278921792794144,17.09286788243385
257,15.476868559271587,16.291440588706934,17.10601261814228
258,15.488528106175105,16.303713795973795,17.118899485772484
259,15.499953356100532,16.315740374842665,17.1315273935848
260,15.51114331367718,16.327519277554927,17.143895241432674
261,15.522096976689495,16.339049449146838,17.15600192160418
262,15.5328133367178,16.350329828124,17.167846319530202
263,15.54329138012246,16.361359347497327,17.179427314872193
264,15.553530088389657,16.372136935147008,17.19074378190436
265,15.563528439141237,16.382661514885513,17.201794590629788
266,15.573285406621162,16.392932006969644,17.21257860731813
267,15.582799962420811,16.402947328864013,17.223094695307214
268,15.592071076164373,16.4127063959625,17.233341715760623
269,15.601097716084583,16.4222081221943,17.243318528304016
270,15.609878849741472,16.431451420780498,17.253023991819525
271,15.618413444516525,16.440435204754237,17.26245696499195
272,15.626700468333285,16.449158387719248,17.271616307105212
273,15.634738890230517,16.457619884453177,17.280500878675838
274,15.642527680854815,16.465818611426123,17.28910954199743
275,15.650065813158964,16.473753487535753,17.29744116191254
276,15.657352262833184,16.481423434561247,17.30549460628931
277,15.664386008997232,16.488827377891823,17.313268746786417
278,15.671166034602178,16.49596424694966,17.320762459297146
279,15.677691327076468,16.502832975869968,17.327974624663465
280,15.68396087876108,16.509432503959033,17.334904129156985
281,15.68997368748211,16.51576177629696,17.34154986511181
282,15.695728756959085,16.52181974416746,17.347910731375833
283,15.70122509742446,16.52760536570996,17.353985633995457
284,15.706461725979835,16.533117606294564,17.359773486609292
285,15.711437667159021,16.53835543911476,17.365273211070498
286,15.716151953342445,16.543317845623626,17.37048373790481
287,15.720603625217901,16.548003816018845,17.37540400681979
288,15.724791732215571,16.552412349700603,17.380032967185635
289,15.728715332974813,16.556542455762962,17.384369578551112
290,15.73237349573758,16.56039315340798,17.38841281107838
291,15.735765298820716,16.56396347244286,17.392161646065006
292,15.738889830938362,16.56725245361933,17.395615076300295
293,15.741746191672979,16.570259149129452,17.398772106585927
294,15.744333491874567,16.57298262302586,17.401631754177156
295,15.746650853983697,16.575421951561786,17.404193049139877
296,15.748697412488477,16.577576223672082,17.406455034855686
297,15.750472314212425,16.57944454127624,17.40841676834005
298,15.7519747187463,16.58102601973295,17.410077320719598
299,15.753203798776617,16.582319788185913,17.41143577759521
300,15.754158740440403,16.583324989937267,17.412491239434132
